City,Area,Property_Type,Size_sqft,Bedrooms,Bathrooms,Age_Years,Facing,Highway_Distance_m,Price
Lucknow,Hazratganj,Flat,1820,5,5,4,West,850,15596863
Lucknow,Indira Nagar,House,4396,2,2,13,West,643,27382554
Noida,Sector 62,Flat,4602,5,5,11,East,2399,34801341
Kanpur,Swaroop Nagar,Flat,2627,4,4,16,North-East,2650,10638587
Lucknow,Indira Nagar,House,3463,3,3,13,East,2581,18337724
Gorakhpur,Rustampur,Flat,2802,2,2,16,North,3977,9488516
Lucknow,Indira Nagar,Plot,4225,0,0,0,West,2236,22517972
Noida,Sector 62,Flat,3662,3,3,18,South,1713,29034241
Kanpur,Swaroop Nagar,Flat,4066,3,3,24,North,2743,14773034
Noida,Sector 62,House,1901,2,2,13,West,3535,12736783
Banaras,Sigra,Flat,4185,4,4,1,North-East,272,25495935
Noida,Greater Noida,Plot,2884,0,0,0,North-East,1268,22985687
Banaras,Sigra,Flat,4626,1,1,1,South,4604,18592046
Kanpur,Kidwai Nagar,Flat,4732,2,2,22,North-East,3872,14743141
Kanpur,Swaroop Nagar,Flat,1219,3,3,22,South,4412,4202598
Gorakhpur,Rustampur,Flat,3195,4,4,1,East,1043,15534770
Gorakhpur,Rustampur,Plot,3062,0,0,0,North,3258,10726597
Noida,Sector 62,Plot,4515,0,0,0,North,3777,28385054
Banaras,Sarnath,House,1165,3,3,12,West,4596,5374937
Kanpur,Kidwai Nagar,House,4268,4,4,24,South,1283,17751281
Gorakhpur,Medical Road,House,2492,4,4,14,South,2886,10032959
Kanpur,Arya Nagar,Flat,2862,5,5,23,East,4910,9265141
Gorakhpur,Taramandal,House,771,5,5,0,East,67,10097444
Lucknow,Hazratganj,Flat,3133,4,4,6,West,3621,20178244
Kanpur,Swaroop Nagar,Plot,3110,0,0,0,North-East,741,12050345
Banaras,Lanka,Flat,2952,2,2,18,West,1754,19645349
Banaras,Lanka,Flat,3310,5,5,12,West,3664,20040995
Banaras,Sigra,Plot,1855,0,0,0,East,3386,8327486
Gorakhpur,Rustampur,Plot,3587,0,0,0,North-East,1903,13886412
Gorakhpur,Shahpur,Plot,1739,0,0,0,South,648,7607322
Kanpur,Kidwai Nagar,Plot,4011,0,0,0,South,1864,14397454
Noida,Greater Noida,Flat,4932,4,4,9,North-East,2887,34587244
Lucknow,Indira Nagar,House,4304,4,4,24,East,4767,19144517
Banaras,Sarnath,Flat,1054,2,2,15,North,1068,6143077
Gorakhpur,Rustampur,Plot,2916,0,0,0,North,2668,10564639
Lucknow,Gomti Nagar,Flat,2161,2,2,6,East,3720,13353795
Kanpur,Kidwai Nagar,Plot,3848,0,0,0,North-East,2097,13852521
Gorakhpur,Shahpur,Flat,3691,3,3,1,South,2203,15121461
Lucknow,Indira Nagar,Plot,4840,0,0,0,East,696,28043271
Lucknow,Indira Nagar,Flat,780,3,3,0,East,1305,5677874
Gorakhpur,Rustampur,House,765,1,1,9,South,3641,2737890
Banaras,Lanka,Plot,1496,0,0,0,East,1529,9679279
Noida,Sector 150,Plot,2361,0,0,0,North,4753,16468363
Banaras,Sarnath,Flat,4823,4,4,11,South,1566,27269661
Kanpur,Swaroop Nagar,Plot,4277,0,0,0,West,2528,15065722
Banaras,Sigra,House,1179,5,5,8,North,847,8525096
Kanpur,Arya Nagar,Flat,1609,5,5,1,South,119,9316570
Noida,Greater Noida,House,2937,3,3,19,East,4180,18431093
Kanpur,Kidwai Nagar,Plot,1175,0,0,0,South,307,4698572
Lucknow,Indira Nagar,Plot,2575,0,0,0,East,4538,11408699
Noida,Greater Noida,House,3775,3,3,14,East,3844,24282927
Banaras,Lanka,Flat,716,1,1,24,North,1900,4366294
Noida,Sector 150,Flat,2850,1,1,7,North-East,1081,26890623
Gorakhpur,Rustampur,Flat,2573,3,3,20,South,4416,8837904
Noida,Sector 62,Flat,2048,3,3,23,East,364,18184024
Banaras,Sigra,Plot,1043,0,0,0,West,2561,5070457
Noida,Sector 150,Flat,4984,2,2,12,West,300,48576562
Noida,Greater Noida,Flat,2338,1,1,4,South,1969,18045581
Noida,Sector 150,Flat,4099,3,3,14,North,1302,37389270
Gorakhpur,Taramandal,Flat,1559,4,4,6,East,4797,7651880
Noida,Greater Noida,Flat,3033,2,2,18,North-East,2351,22319173
Kanpur,Arya Nagar,Plot,2771,0,0,0,North-East,3068,9114316
Noida,Sector 150,Flat,1616,5,5,3,West,3753,14063390
Noida,Greater Noida,Plot,2622,0,0,0,South,4015,16772269
Lucknow,Hazratganj,Flat,1061,4,4,10,South,3905,7153883
Gorakhpur,Taramandal,Plot,985,0,0,0,South,4828,4044167
Gorakhpur,Shahpur,Plot,1007,0,0,0,North-East,3359,3530002
Noida,Greater Noida,House,1648,4,4,1,North-East,1664,14382027
Lucknow,Hazratganj,House,3285,3,3,16,South,1899,22791113
Lucknow,Indira Nagar,Plot,1352,0,0,0,East,502,8326849
Noida,Sector 150,Flat,2202,4,4,19,North,4446,16306247
Lucknow,Hazratganj,House,4841,2,2,9,East,1508,35012699
Banaras,Lanka,Plot,3450,0,0,0,North,1887,21560273
Kanpur,Kidwai Nagar,Flat,2744,2,2,9,North-East,1820,10745585
Gorakhpur,Shahpur,Flat,701,4,4,16,North,1200,4311917
Lucknow,Gomti Nagar,Flat,3152,1,1,3,North-East,742,24113632
Kanpur,Arya Nagar,Flat,3971,3,3,2,South,3777,13262893
Noida,Sector 62,Flat,1683,4,4,0,South,3999,12190952
Gorakhpur,Medical Road,Flat,3098,2,2,13,North-East,4045,10775227
Lucknow,Gomti Nagar,Plot,1830,0,0,0,South,4977,9688034
Noida,Sector 62,Plot,4124,0,0,0,West,1546,31788937
Banaras,Sarnath,Plot,4834,0,0,0,North-East,388,28035568
Banaras,Sarnath,House,4210,5,5,22,South,1689,23843954
Gorakhpur,Rustampur,Plot,3613,0,0,0,East,2096,14100259
Lucknow,Gomti Nagar,Plot,3701,0,0,0,East,207,28516794
Gorakhpur,Rustampur,Plot,3071,0,0,0,West,2692,11140536
Lucknow,Indira Nagar,Plot,3133,0,0,0,West,3901,14015005
Lucknow,Indira Nagar,Plot,1815,0,0,0,East,3568,8544540
Banaras,Lanka,Flat,1921,1,1,19,North,1487,12305624
Noida,Greater Noida,Plot,2350,0,0,0,North-East,4956,13096444
Noida,Sector 150,House,2316,1,1,16,South,3401,18186400
Gorakhpur,Medical Road,Flat,4181,1,1,6,North,414,18083212
Gorakhpur,Medical Road,Plot,2767,0,0,0,West,2081,10912348
Gorakhpur,Rustampur,Flat,4836,5,5,24,North-East,1298,21312890
Kanpur,Arya Nagar,Flat,4486,2,2,3,North,3730,14828899
Kanpur,Swaroop Nagar,Flat,3227,2,2,8,West,830,13195922
Lucknow,Hazratganj,Plot,2006,0,0,0,East,609,14692843
Lucknow,Indira Nagar,Flat,2943,5,5,24,West,2646,16012952
Noida,Sector 150,Plot,3264,0,0,0,West,1841,28964205
Kanpur,Arya Nagar,Flat,1636,5,5,11,North-East,2460,7377807
Kanpur,Kidwai Nagar,Flat,733,3,3,12,West,4904,2893889
Lucknow,Hazratganj,Plot,3162,0,0,0,North,1435,22171528
Lucknow,Gomti Nagar,Flat,4340,4,4,5,South,3359,26930289
Lucknow,Gomti Nagar,Flat,4259,3,3,18,East,3931,25084958
Kanpur,Arya Nagar,Flat,1421,5,5,21,North,1155,7073312
Kanpur,Swaroop Nagar,Flat,850,1,1,11,South,1704,3274326
Lucknow,Indira Nagar,Plot,1356,0,0,0,East,867,7944846
Gorakhpur,Taramandal,Flat,4321,5,5,24,North-East,222,41942757
Kanpur,Swaroop Nagar,Flat,789,1,1,23,North,3716,2341663
Lucknow,Gomti Nagar,House,3270,1,1,18,West,4730,17033426
Kanpur,Kidwai Nagar,Flat,3032,4,4,12,West,4020,10548485
Lucknow,Hazratganj,Flat,4368,5,5,5,North,2277,29997809
Lucknow,Indira Nagar,Plot,1525,0,0,0,South,3693,7296782
Kanpur,Kidwai Nagar,Plot,1236,0,0,0,South,2612,4163881
Lucknow,Indira Nagar,Flat,1652,2,2,9,North,4106,8065549
Lucknow,Hazratganj,Flat,3615,2,2,21,North,2876,22952792
Banaras,Sigra,Flat,2703,4,4,2,West,2230,15166326
Gorakhpur,Taramandal,Flat,1376,5,5,9,East,3792,7704048
Kanpur,Swaroop Nagar,House,994,4,4,8,West,1269,5331716
Gorakhpur,Taramandal,House,2566,2,2,6,North-East,3544,12476505
Kanpur,Swaroop Nagar,Plot,2437,0,0,0,North-East,601,9765178
Lucknow,Hazratganj,Flat,2521,3,3,3,South,2379,17512921
Noida,Sector 62,Flat,2400,4,4,15,North-East,3637,16495032
Noida,Greater Noida,Plot,1476,0,0,0,North-East,2239,10944763
Kanpur,Kidwai Nagar,Plot,2334,0,0,0,West,789,9195691
Kanpur,Swaroop Nagar,Flat,1765,5,5,17,West,2089,8161955
Kanpur,Swaroop Nagar,House,4292,5,5,12,North-East,4227,14901313
Banaras,Lanka,Plot,861,0,0,0,North,3269,4883036
Lucknow,Gomti Nagar,House,1992,3,3,5,East,4193,12109094
Kanpur,Swaroop Nagar,Plot,4851,0,0,0,North,4260,14938028
Gorakhpur,Shahpur,House,1555,2,2,21,North-East,1051,6870362
Noida,Sector 150,Flat,729,4,4,7,South,2807,7218370
Kanpur,Arya Nagar,Flat,1226,3,3,9,North-East,2107,5421023
Gorakhpur,Taramandal,House,3748,3,3,24,East,4911,15998340
Kanpur,Swaroop Nagar,Plot,2940,0,0,0,South,3762,9522957
Noida,Sector 150,Plot,3317,0,0,0,North,4347,24090609
Lucknow,Indira Nagar,Flat,805,2,2,12,West,2940,4518898
Kanpur,Swaroop Nagar,Flat,2172,2,2,5,North-East,3933,7349286
Lucknow,Gomti Nagar,Plot,2390,0,0,0,East,2415,15247620
Kanpur,Arya Nagar,Plot,4117,0,0,0,South,1936,14765057
Banaras,Sarnath,Flat,1970,1,1,1,North,3782,9042081
Banaras,Sigra,Plot,2453,0,0,0,West,3705,10606965
Noida,Sector 150,House,2558,5,5,0,South,3185,22196867
Noida,Greater Noida,Flat,4573,2,2,12,North-East,1501,35644143
Noida,Greater Noida,House,1004,3,3,18,East,3899,7123795
Kanpur,Kidwai Nagar,House,1796,2,2,23,North,4906,5270502
Lucknow,Hazratganj,House,3388,3,3,24,East,1991,23935409
Kanpur,Swaroop Nagar,Flat,3445,5,5,0,West,4728,11398538
Noida,Sector 62,Flat,4048,5,5,16,East,4952,23777779
Lucknow,Gomti Nagar,House,4909,4,4,13,East,4464,27411953
Kanpur,Kidwai Nagar,Plot,4201,0,0,0,East,4025,13009396
Gorakhpur,Taramandal,Flat,1750,1,1,7,West,4134,7972702
Banaras,Lanka,House,2226,3,3,2,North-East,52,17502540
Kanpur,Arya Nagar,Flat,3596,3,3,1,West,1942,14087481
Lucknow,Gomti Nagar,Flat,4280,2,2,12,North-East,4557,23866353
Kanpur,Kidwai Nagar,Plot,3243,0,0,0,West,3070,10931717
Lucknow,Hazratganj,Plot,3012,0,0,0,North,3855,17302053
Banaras,Sarnath,Flat,826,5,5,19,West,3396,5061207
Banaras,Sigra,Flat,3395,3,3,18,East,3720,15346663
Gorakhpur,Medical Road,Flat,1065,2,2,13,North,2233,4489317
Noida,Sector 62,Plot,2165,0,0,0,South,425,17715750
Lucknow,Gomti Nagar,Plot,2944,0,0,0,North,4922,14936884
Gorakhpur,Medical Road,Flat,4873,2,2,1,South,3419,17296214
Noida,Sector 150,Flat,2915,2,2,24,South,3791,22158261
Gorakhpur,Shahpur,House,876,1,1,3,East,4018,3106007
Noida,Sector 150,Plot,1402,0,0,0,North,3561,10374430
Kanpur,Kidwai Nagar,House,4348,5,5,14,North-East,2904,16584605
Kanpur,Kidwai Nagar,Plot,2908,0,0,0,East,3482,9451937
Banaras,Sigra,Plot,3326,0,0,0,North,3172,15005726
Banaras,Sigra,Flat,2889,5,5,4,North,4820,13086229
Banaras,Sarnath,Plot,4362,0,0,0,North,3235,19537958
Noida,Sector 150,Plot,3798,0,0,0,South,878,34701627
Banaras,Lanka,Flat,784,1,1,0,East,68,6141307
Lucknow,Indira Nagar,House,855,3,3,17,North,777,5926065
Kanpur,Arya Nagar,House,2506,4,4,11,North,3301,9600907
Kanpur,Arya Nagar,Flat,4754,3,3,13,West,1954,18000669
Kanpur,Swaroop Nagar,House,3518,1,1,18,South,193,14237579
Lucknow,Gomti Nagar,Plot,2980,0,0,0,North,4194,16206927
Kanpur,Kidwai Nagar,Plot,3772,0,0,0,North,2900,12406039
Banaras,Sigra,Plot,4080,0,0,0,North-East,1710,21565921
Kanpur,Arya Nagar,Plot,2131,0,0,0,North,3634,6627025
Banaras,Sigra,Flat,2523,4,4,19,West,1175,15109844
Kanpur,Arya Nagar,Flat,3755,5,5,12,North-East,2336,14935480
Gorakhpur,Medical Road,House,4171,3,3,4,North-East,3071,15971408
Banaras,Sigra,Plot,3197,0,0,0,North-East,1028,16790805
Banaras,Sarnath,Flat,1213,5,5,24,North,1401,8056553
Kanpur,Kidwai Nagar,Flat,3004,1,1,2,North-East,4719,8885947
Kanpur,Arya Nagar,Plot,4967,0,0,0,South,3861,15418392
Noida,Sector 62,Plot,3083,0,0,0,East,2829,21287229
Banaras,Sigra,Plot,4052,0,0,0,East,3507,18508066
Gorakhpur,Shahpur,Plot,4061,0,0,0,North,3934,13718437
Banaras,Lanka,Flat,1589,3,3,11,West,3086,9893905
Banaras,Sigra,Flat,4898,4,4,9,North-East,693,29597346
Banaras,Sigra,Plot,4267,0,0,0,North,1745,21962134
Banaras,Sarnath,Flat,4379,1,1,21,South,292,24678727
Kanpur,Kidwai Nagar,Plot,1273,0,0,0,South,1571,4878510
Gorakhpur,Medical Road,Flat,667,4,4,0,North,4488,3474334
Gorakhpur,Taramandal,Flat,1790,4,4,2,North-East,73,19478776
Gorakhpur,Rustampur,Flat,2415,5,5,24,East,3004,10357678
Banaras,Sarnath,Plot,981,0,0,0,North,3658,4248884
Banaras,Sigra,Flat,1959,4,4,4,East,1431,12048798
Gorakhpur,Medical Road,Plot,3545,0,0,0,North,4844,10925921
Kanpur,Swaroop Nagar,Flat,1185,5,5,17,North,3828,5091691
Banaras,Sarnath,House,1823,1,1,21,East,762,9965927
Banaras,Sigra,Plot,1338,0,0,0,East,4003,5540395
Gorakhpur,Rustampur,Flat,3659,2,2,1,East,4353,12450099
Noida,Sector 62,House,4207,1,1,13,North,3623,27188803
Noida,Sector 62,Flat,4639,3,3,17,East,364,38637131
Lucknow,Indira Nagar,Flat,2322,1,1,20,South,995,13139969
Lucknow,Hazratganj,Plot,2366,0,0,0,South,2862,14407500
Lucknow,Hazratganj,Plot,1847,0,0,0,North-East,2550,11947947
Banaras,Sigra,Flat,1698,4,4,6,East,3486,8943558
Gorakhpur,Taramandal,Flat,1747,5,5,19,North,2423,10590874
Kanpur,Swaroop Nagar,Flat,3454,5,5,10,East,1346,15047034
Kanpur,Kidwai Nagar,Flat,3941,2,2,6,North-East,988,15824454
Gorakhpur,Rustampur,Flat,1960,4,4,5,East,3044,8490864
Lucknow,Indira Nagar,Flat,3750,3,3,22,North-East,2165,20271098
Banaras,Sarnath,Flat,3440,5,5,7,West,3485,16973561
Kanpur,Swaroop Nagar,Plot,4518,0,0,0,North,303,18904471
Lucknow,Gomti Nagar,Flat,3303,3,3,15,East,1420,24577450
Gorakhpur,Medical Road,Plot,3316,0,0,0,South,210,33183758
Noida,Sector 150,Plot,3906,0,0,0,South,1488,34880642
Noida,Sector 150,Plot,907,0,0,0,South,2258,7903786
Gorakhpur,Medical Road,Plot,3331,0,0,0,East,4477,10371974
Lucknow,Gomti Nagar,House,3361,4,4,19,South,1068,25737614
Noida,Sector 62,Plot,1052,0,0,0,North-East,4097,6475762
Banaras,Sarnath,Flat,4697,2,2,21,East,3470,21737344
Kanpur,Arya Nagar,House,4368,1,1,21,South,4839,12338265
Gorakhpur,Taramandal,House,4362,4,4,13,East,153,43956858
Kanpur,Kidwai Nagar,Flat,3686,4,4,21,North-East,4527,11446276
Banaras,Lanka,Flat,2836,5,5,0,West,274,22385749
Gorakhpur,Rustampur,Flat,4761,4,4,18,West,4664,15713180
Lucknow,Hazratganj,Plot,2185,0,0,0,West,1318,14919861
Kanpur,Swaroop Nagar,Flat,4598,1,1,22,South,999,17385202
Kanpur,Kidwai Nagar,Flat,1318,3,3,6,West,2363,5666149
Banaras,Sarnath,House,2069,3,3,23,South,387,12366963
Noida,Greater Noida,Flat,4629,5,5,12,North-East,2554,33568908
Kanpur,Kidwai Nagar,Flat,2547,1,1,24,West,1209,9473258
Gorakhpur,Medical Road,Flat,2218,2,2,20,North-East,1507,9524615
Noida,Sector 150,Flat,1404,1,1,11,South,3176,11054088
Gorakhpur,Rustampur,Flat,1000,2,2,10,North-East,3941,3754377
Banaras,Sarnath,House,3121,3,3,17,North-East,258,18527708
Banaras,Lanka,Plot,2542,0,0,0,North-East,3090,14657028
Noida,Greater Noida,Flat,868,5,5,16,East,2420,7691956
Banaras,Sigra,House,1744,4,4,22,North,2019,10193707
Banaras,Sarnath,Flat,3058,3,3,14,North,63,18811127
Banaras,Sarnath,Flat,1126,1,1,19,South,3477,4944038
Kanpur,Arya Nagar,Flat,1229,3,3,10,North,2593,5384366
Gorakhpur,Taramandal,House,1121,2,2,19,East,3077,5524307
Lucknow,Hazratganj,Flat,656,1,1,5,East,3466,4269289
Kanpur,Swaroop Nagar,Plot,1446,0,0,0,North-East,2648,4899222
Gorakhpur,Taramandal,Flat,1707,1,1,23,North,1195,9031911
Lucknow,Gomti Nagar,House,1564,1,1,9,South,1501,10793048
Banaras,Lanka,Plot,3466,0,0,0,South,1183,22677383
Gorakhpur,Medical Road,Flat,1093,4,4,21,West,1982,5477443
Gorakhpur,Medical Road,Flat,1422,4,4,1,East,502,7988177
Lucknow,Hazratganj,Flat,2394,5,5,10,South,2350,17545878
Noida,Sector 62,Flat,1235,5,5,0,North-East,4362,9026383
Lucknow,Indira Nagar,House,1266,4,4,8,North-East,403,9324292
Noida,Sector 150,Flat,3979,1,1,2,South,2956,32113300
Kanpur,Kidwai Nagar,Flat,1026,5,5,24,West,3605,4542123
Lucknow,Gomti Nagar,Flat,1470,2,2,15,West,642,11067227
Noida,Greater Noida,Flat,1805,5,5,8,East,4510,12371909
Gorakhpur,Shahpur,House,1807,2,2,15,East,3875,6324785
Kanpur,Swaroop Nagar,Flat,3491,4,4,4,South,1859,14318904
Noida,Sector 62,House,2831,5,5,6,East,3815,19548813
Lucknow,Gomti Nagar,Flat,4239,3,3,1,West,3339,25941623
Noida,Sector 62,Flat,2196,2,2,13,East,1879,16836359
Noida,Sector 150,Plot,639,0,0,0,East,2540,5297416
Lucknow,Gomti Nagar,House,1076,1,1,11,North-East,4780,5727441
Kanpur,Arya Nagar,Flat,2457,3,3,9,East,3229,9085430
Noida,Sector 150,Flat,4415,5,5,7,South,2258,38322137
Gorakhpur,Taramandal,Flat,703,2,2,22,North-East,4278,3185583
Noida,Sector 62,Flat,4357,5,5,10,North-East,3072,31227053
Noida,Sector 62,Plot,4027,0,0,0,South,3603,26256909
Banaras,Sigra,Flat,886,2,2,8,North,2105,5015875
Lucknow,Hazratganj,Plot,3093,0,0,0,West,2067,19922082
Banaras,Sigra,Flat,2264,5,5,20,North-East,4606,10488523
Kanpur,Swaroop Nagar,House,1554,3,3,0,South,1233,7535046
Kanpur,Kidwai Nagar,House,4969,5,5,5,East,311,22371028
Noida,Sector 150,Flat,3294,1,1,4,South,3239,25691762
Lucknow,Indira Nagar,Flat,1974,1,1,17,West,4181,8614578
Kanpur,Swaroop Nagar,House,1311,3,3,5,South,3626,5317621
Kanpur,Arya Nagar,Flat,1161,1,1,5,North-East,622,4956538
Noida,Sector 62,Flat,4052,5,5,3,West,1166,34235226
Banaras,Sigra,Plot,4061,0,0,0,North-East,2465,19732872
Gorakhpur,Shahpur,Flat,4489,1,1,8,South,4913,13692570
Lucknow,Hazratganj,Flat,2468,2,2,2,North,1993,17554649
Gorakhpur,Shahpur,Plot,2907,0,0,0,South,645,12749946
Kanpur,Swaroop Nagar,House,4311,2,2,2,South,3529,14317783
Noida,Sector 150,Flat,1264,2,2,8,East,4367,9610565
Banaras,Sarnath,Plot,1250,0,0,0,South,4905,4964130
Noida,Greater Noida,Flat,3329,5,5,21,East,334,30375251
Noida,Sector 150,Plot,627,0,0,0,West,4712,4425353
Lucknow,Gomti Nagar,Plot,1282,0,0,0,North-East,649,9205106
Banaras,Sarnath,Flat,3018,2,2,20,South,295,17613313
Kanpur,Swaroop Nagar,House,2304,3,3,8,West,114,11167750
Lucknow,Gomti Nagar,Flat,1598,3,3,21,East,2297,10845696
Noida,Greater Noida,Flat,2399,3,3,18,South,3913,15432968
Lucknow,Indira Nagar,Plot,802,0,0,0,North,3367,3828064
Noida,Sector 150,Plot,1958,0,0,0,East,4821,13054701
Banaras,Sigra,Flat,4209,1,1,5,West,4033,18444395
Banaras,Sarnath,House,1106,1,1,12,North-East,4814,4392273
Kanpur,Kidwai Nagar,House,2652,3,3,3,East,4309,8839278
Gorakhpur,Rustampur,Flat,4510,5,5,13,East,4633,15650481
Banaras,Sarnath,Flat,2960,1,1,3,South,1931,15500567
Noida,Sector 62,Flat,4978,3,3,8,East,2716,36595629
Gorakhpur,Taramandal,Flat,1238,5,5,24,South,4051,6598688
Noida,Sector 62,Plot,4914,0,0,0,South,3376,32271073
Gorakhpur,Medical Road,Flat,4549,2,2,17,West,3593,15925833
Kanpur,Kidwai Nagar,Plot,3175,0,0,0,South,3775,10207521
Noida,Sector 62,Flat,1084,1,1,7,East,4355,6901695
Kanpur,Arya Nagar,House,4650,1,1,7,North,3967,14168837
Lucknow,Gomti Nagar,Flat,3649,4,4,2,West,4580,20631039
Lucknow,Hazratganj,Plot,2095,0,0,0,South,730,15327559
Lucknow,Gomti Nagar,House,2933,2,2,2,North-East,4603,16506523
Noida,Greater Noida,Plot,1632,0,0,0,South,4716,9487663
Noida,Sector 150,Flat,2572,4,4,19,West,4898,18156944
Kanpur,Swaroop Nagar,Plot,2640,0,0,0,East,2713,9051286
Kanpur,Arya Nagar,House,2385,3,3,9,North,409,10809641
Kanpur,Arya Nagar,Flat,1000,4,4,2,West,3102,4793364
Banaras,Sigra,House,825,4,4,17,West,1593,5718883
Noida,Greater Noida,House,2616,5,5,3,South,2537,20575920
Banaras,Lanka,Flat,1536,2,2,5,East,4847,8388402
Gorakhpur,Medical Road,House,884,5,5,7,North,432,5967385
Lucknow,Hazratganj,House,2290,2,2,22,South,488,17264024
Gorakhpur,Shahpur,Flat,4601,1,1,19,West,1601,18311017
Banaras,Sarnath,Flat,2335,4,4,22,South,350,14608603
Lucknow,Hazratganj,Plot,2494,0,0,0,North,659,18147518
Noida,Greater Noida,Flat,4966,5,5,5,North-East,3676,33037981
Noida,Greater Noida,Plot,2252,0,0,0,East,1313,17051960
Banaras,Lanka,Flat,1729,2,2,4,East,2993,10537389
Lucknow,Gomti Nagar,House,694,2,2,8,South,4707,4176146
Lucknow,Hazratganj,Plot,3390,0,0,0,West,1579,22847223
Gorakhpur,Rustampur,House,1647,3,3,13,North-East,4968,5728263
Noida,Greater Noida,Flat,1755,3,3,23,East,3405,12410746
Banaras,Sigra,House,3688,1,1,6,East,4902,14610074
Banaras,Sarnath,House,2195,1,1,22,North,1943,11100134
Lucknow,Hazratganj,Flat,4669,4,4,14,North,1754,33762643
Noida,Greater Noida,House,2976,1,1,14,West,399,24708498
Kanpur,Swaroop Nagar,Flat,763,3,3,23,North,2923,3275900
Gorakhpur,Rustampur,House,2501,2,2,4,East,2302,10037834
Banaras,Lanka,Flat,2177,1,1,3,South,1509,14567901
Lucknow,Indira Nagar,House,2537,1,1,17,West,842,14932421
Banaras,Lanka,Plot,3366,0,0,0,North,2711,19714902
Banaras,Sigra,Flat,1574,3,3,18,North-East,988,9526930
Banaras,Sigra,Plot,3088,0,0,0,West,2385,15337921
Kanpur,Arya Nagar,House,2993,2,2,24,East,2880,10661936
Kanpur,Arya Nagar,Flat,3969,1,1,13,South,1302,15702074
Banaras,Lanka,Flat,3387,3,3,22,North-East,208,24617338
Banaras,Sarnath,Flat,2058,1,1,11,West,3999,8655827
Lucknow,Indira Nagar,House,1669,1,1,1,North-East,2923,8909959
Lucknow,Gomti Nagar,Flat,1243,2,2,23,North-East,1108,9276419
Lucknow,Indira Nagar,Flat,1125,2,2,20,East,3695,5467389
Banaras,Sarnath,House,802,5,5,12,South,3734,5013565
Lucknow,Gomti Nagar,Plot,3418,0,0,0,West,3922,19818966
Gorakhpur,Medical Road,Flat,2936,4,4,10,West,2110,12540853
Lucknow,Gomti Nagar,Plot,1508,0,0,0,South,2546,9579476
Lucknow,Hazratganj,Plot,611,0,0,0,North,4018,3376564
Noida,Sector 62,House,4694,3,3,24,East,907,37580748
Lucknow,Gomti Nagar,Flat,4393,5,5,5,West,1214,33317832
Kanpur,Arya Nagar,Flat,3775,2,2,12,East,4175,11557991
Gorakhpur,Taramandal,Plot,1938,0,0,0,South,124,18565583
Lucknow,Hazratganj,Flat,4634,3,3,22,East,4694,25123639
Lucknow,Gomti Nagar,Plot,4942,0,0,0,South,1509,35100676
Banaras,Sigra,Flat,1316,1,1,5,East,3405,6256764
Kanpur,Kidwai Nagar,Flat,939,2,2,10,West,105,4670457
Lucknow,Gomti Nagar,Flat,1378,1,1,2,North,723,10503376
Noida,Greater Noida,Plot,4198,0,0,0,North,4004,25482731
Banaras,Sarnath,House,1153,3,3,12,North-East,4232,5778075
Lucknow,Gomti Nagar,House,1055,1,1,21,North-East,2951,6557783
Gorakhpur,Shahpur,Plot,3876,0,0,0,East,1984,14763182
Gorakhpur,Rustampur,Flat,2602,1,1,24,North-East,646,10674870
Banaras,Sarnath,Plot,793,0,0,0,North-East,206,4537085
Gorakhpur,Medical Road,Plot,3240,0,0,0,West,3744,10781790
Banaras,Sarnath,Flat,4744,4,4,10,North,2043,25788426
Gorakhpur,Shahpur,Plot,2570,0,0,0,North,344,11050508
Kanpur,Kidwai Nagar,Flat,2739,1,1,7,East,669,11294987
Gorakhpur,Taramandal,House,839,5,5,22,North,3938,4978346
Banaras,Lanka,Plot,3372,0,0,0,North,4263,17936987
Noida,Greater Noida,Flat,1649,5,5,11,South,4858,11268333
Gorakhpur,Taramandal,Flat,3804,5,5,22,North-East,1491,22169991
Kanpur,Swaroop Nagar,Flat,2984,5,5,14,West,2179,12225835
Kanpur,Kidwai Nagar,House,1786,5,5,1,North-East,4225,7021305
Kanpur,Swaroop Nagar,Flat,1315,2,2,22,South,1082,5449150
Lucknow,Gomti Nagar,House,2954,1,1,18,North-East,2088,19746844
Kanpur,Arya Nagar,Flat,1587,3,3,12,East,635,7428175
Noida,Sector 62,Flat,3476,3,3,18,South,1226,27934522
Banaras,Lanka,Flat,2780,1,1,7,North,816,19916458
Gorakhpur,Medical Road,Plot,3343,0,0,0,East,4812,10407134
Banaras,Sarnath,Plot,800,0,0,0,North,4240,3308104
Noida,Sector 62,Flat,1790,5,5,14,East,378,17306228
Banaras,Sarnath,House,4606,2,2,10,South,3623,21397279
Gorakhpur,Shahpur,Flat,4007,3,3,6,North,2968,15741049
Kanpur,Swaroop Nagar,House,3500,2,2,8,West,114,15004832
Banaras,Lanka,Flat,3158,4,4,20,South,121,24937833
Lucknow,Hazratganj,House,791,1,1,14,South,1504,5386720
Noida,Greater Noida,Flat,3048,3,3,6,West,2230,23285059
Lucknow,Gomti Nagar,House,1640,4,4,3,South,2597,12100954
